25/12540 correct=18 acc=0.720
      "accuracy": 0.3
    },
    {
      "benchmark": "usr",
      "task": "unpuzzles/unpuzzle",
      "correct": 22,
      "total": 80,
      "accuracy": 0.275
    }
  ]
}
